code,public_price
11864,2564051
5233,712876
6814,705517
1849,260705
3682,438093
9300,21370813
5914,330585
4547,207336
8543,5736866
11067,3332393
4357,474824
8010,474824
5630,3000800
2370,3179531
7875,854684
10524,26418709
11709,66978978
4017,212274841
4018,212274841
9100,240979
9101,1304284
9396,1176306
10678,1081345
10679,1355489
10680,1420889
3792,8449319
3793,6598267
5860,9129688
5861,7206963
4338,1695801
4339,725419
4340,891799
4674,207336
4675,207336
4676,207336
7323,143682251
8788,143682251
9150,214532009
5546,2636619
5547,733354
4227,188772
4229,203481
11650,264311
10771,203405
11151,264311
4231,203481
11641,651764
10844,96757
10324,14719570
10325,27359527
10007,248392730
11331,593850
11960,15757784
10754,1536012
3354,213671
5486,362837
5487,362837
7349,6857456
8214,1305447
9553,1473590
9554,7382584
9699,14284125
3161,636981
5962,3524899
5963,755239
4628,152302
8659,110067
8658,127985
4629,200936
4630,117746
4631,202216
4632,151022
3504,1400284
2771,434061
10559,7975793
10560,11286573
11944,1088512
10530,935570
10708,39129334
10709,143394865
3166,458250
7037,517379
7038,517379
11732,7675286
10851,544586
4551,179179
4548,179179
4549,179179
10485,9371654
1122,1067011
1123,2053391
8877,1067011
8878,2053391
1062,581884
1124,1166455
8879,581884
8880,1166455
7502,26568472
3651,440780
4061,36957499
10486,55598764
10487,101874321
10488,203749677
1595,3378420
5984,3378420
5250,1689210
4552,568253
11749,38316693
11750,57429464
7984,1142266
6002,4675228
8680,3156820
10462,3156820
10463,3052874
10464,3052874
10469,3156820
6763,419279
7063,387027
7065,544256
8176,1439255
7117,7004024
7118,12679940
7119,67507154
9329,1857190
10600,1397596
11566,1766193
11567,1032839
9994,13621308
11290,1583046
11291,607417
4554,94709
7824,2436386
8836,603192941
10626,1204227927
8944,85080792
6029,683440
4677,1032839
7600,1574216
10188,275680
9831,401512167
9832,133836699
1602,1464788
10380,1464788
10450,497222
11207,858715
11242,415247
9072,615480
3196,600698
8031,1662333
4710,565694
10576,688559
10577,880537
10578,1055876
10579,1055876
4718,688559
4719,880537
4720,1055876
10564,82247256
10565,98617813
3203,714924
5709,1331748
10278,2422948
10279,3797532
5120,362047999
6207,284314596
10875,1150329
10876,1988887
11560,1389533
7233,787492
1779,24150868
1780,6574078
11068,6574078
11069,24150868
11793,783460
9982,1306215
3247,189482
8901,375054619
10381,375054619
11181,67784092
9583,24856894
10262,5012533
10263,1022664
6953,456906
7986,428686
7985,1157048
7344,17454739
5077,659123
5078,865179
5812,954768
8713,1612611
8714,7731224
8715,18516505
9053,1153017
9054,1153017
9055,5590385
9056,13397927
11605,4511279
11606,1153017
11607,920532
11608,12058004
4633,70392
9821,9747613
10100,9747613
10591,7129777
11443,291614
11441,393746
11442,279519
3212,460938
3213,456906
3530,536193
5293,3753352
10785,98197306
4361,725675
4362,499142
6385,355798
11044,49451224
11431,23076914
9769,348055
542,456906
8982,2800535
7283,3077399
4560,3906998
4562,1247086
4635,71672
4634,107507
7284,796899
7158,168940
5733,1628737
11588,27387764
7404,27387764
4636,156142
4638,156142
4563,312283
3528,8446717
7691,764646
9917,19967730
8285,65558997
8903,233829
8904,326554
6825,405840
7777,618105
5625,384339
8082,18279605
9507,24369850
9508,13394024
9506,53437592
8304,54508037
11309,322522
10801,280863
7662,258018
4565,579772
4566,1002123
6955,589947
11466,532162
11467,698798
10456,1914976
10509,3471145
10455,858715
6272,2559700
6359,7039175
5177,671921
6271,1407835
3514,216359
11334,615480
11919,7253796
7010,522755
7011,1032071
7330,518339
7331,716716
11228,2311409
3895,1128828
3894,1128828
5989,2363819
7116,767910
7115,972686
8307,1164664
3712,604729
11695,300765
8413,4559658
10011,905375
10012,1449961
6130,1127484
6131,1127484
6132,2412197
8144,228453
5492,79583961
5493,79583961
11193,79583961
11194,79583961
6922,559038
10713,47747570
10714,47747570
3411,2592272
3412,8282804
6755,3213127
10019,318491
10912,256674
572,169324
9698,205608
7918,349399
8011,243235
8013,388370
7949,356118
7950,474376
7951,236516
4639,99828
8095,267425
8094,459594
11584,52047114
57,490503
530,866778
11738,807649
9724,806306
3263,438093
10366,435405
11092,564414
11093,849308
10211,28550630
10212,75295202
9204,596666
9550,190195151
10625,190195151
11882,9569390
7239,6857628
4367,564414
4368,623287
4369,682160
8894,31877414
8895,37073655
8896,45633744
8897,68449412
7077,745833
1617,438093
1618,356118
5716,4542188
11482,54863315
11483,84793962
5712,399121
10829,579196
4263,524739
4264,255970
4265,447948
4266,575933
5576,2189823
5577,2243577
4564,386515
11114,6212584
8721,1029383
8722,1236335
8723,1596485
10329,2495068
8975,608761
8976,646388
11478,580540
8130,968910
8132,1237679
8133,1315622
10883,263393
10884,509316
10885,689391
9167,68951674
5490,1148985
7678,2027858
11938,2027858
7959,200233
8083,10165201
8084,10165201
10918,10165201
10987,10165201
9930,19413480
10673,31060158
10674,69145321
4242,633082
4243,716716
8509,1263212
8510,899031
10439,421967
3774,345368
3775,345368
4370,296925
6835,154862
11179,1460309
11178,1372511
11420,632950
6461,2405475
6462,2261687
11239,25356524
10824,94053869
6394,190826
6395,235172
6396,239204
5240,427342
4245,409552
10950,4020777
10497,1118077
7755,1369376
9433,3566558
9445,510660
10731,126830594
11950,499142
11951,499142
7750,895895
8773,5916747
4640,222694
7989,4031528
9422,1703992
9423,3119058
169,381651
3915,513348
8477,536193
5567,3598810
10546,149742
6575,1174518
7047,802274
7486,850652
7487,850652
11129,2539862
8333,685360
11658,452875
7488,854684
9777,1419098
10402,275097581
10403,275097581
10404,275097581
10405,275097581
10406,275097581
10407,275097581
10408,275097581
10409,613462617
10658,275097581
10143,1351906
10333,1334884
10334,1334884
9036,1334884
9037,1334884
4246,1094272
9133,1630081
6269,1628737
518,2632587
1271,2689029
92,2823413
8443,302365
117,525442
5593,587259
6739,587259
8226,587259
8616,525442
8929,525442
7591,392402
11792,225766
11847,2150148
11708,54991170
6757,2254968
9819,49858549
11537,806306
11538,1209458
8763,753896
9010,2889261
5291,4318214
7120,945809
11604,63612039
9069,41945876
11464,200233
8159,253986
11814,479944
11815,560574
8618,387027
8619,473033
9217,1169143
9218,4481715
7934,634294
7935,592635
11569,1276650
7250,998475
1630,1009226
6322,998475
5366,805988
6726,239204
10683,10706993
9073,2539862
11168,3104276
31,3473833
8947,4102751
11063,2879854
11064,1343843
11065,1343843
9353,21464912
4371,284127
4372,284127
4373,284127
4567,103668
4568,103668
4641,78071
4721,1334884
5476,840861
4722,944529
3838,1053573
9809,970254
11304,6988413
7237,147763999
7238,40364800
9498,23616000
10819,16531112
9327,24583804
9152,31367183
9153,12966030
9175,707858935
9176,190943809
10593,1075074
10594,987724
11097,538881
11098,584571
5089,944529
8827,1416794
5248,383955
8829,575933
5088,895895
8828,1343843
10178,3594779
5878,976973
9608,588603
603,403153
9842,260705
2332,454219
10607,1023880
4569,148463
9406,106164
9873,129009
9874,196201
7558,861403
176,529474
4374,1204339
5969,921492
6387,371157
9674,76122299
9675,76122299
9676,76122299
3980,1619330
3981,1619330
9318,4491122
490,2792505
11600,51904550
10525,9834773
11637,2089675
11638,2089675
4048,3417391
9474,3589851
9475,4321797
7343,3573725
8530,1181238
11477,15158791
7320,346711
9723,670577
10608,332761
7536,330585
9126,217702
11848,665202
11043,806306
11430,1029383
11429,1029383
7469,1024008
7470,7835296
7471,11754896
7708,2111177
7472,13357859
7707,13225715
4513,568253
7890,668082
7891,1338467
7972,526786
7889,526786
10349,1177206
10350,1177206
11338,1196020
11339,1196020
11336,1196020
11337,1196020
11340,1881380
7893,668082
7894,671921
7895,1411419
7896,1445975
7892,547520
11161,3304509
11525,3112339
10757,2998113
9933,15716313
9151,584571
7057,804962
4682,1371615
10910,47909207
6664,4980280
6832,2448481
9606,498566
11818,946065
9262,2500891
7385,447500
8656,791523
10351,22191783
10218,895895
8695,1721398
9259,624567
9340,2559700
11176,767910
11759,767910
11174,735914
11175,735914
7408,971598
7409,1103295
7410,1186613
7762,1523917
7763,1523917
7764,1482258
7765,1523917
7766,1523917
6689,1100607
9223,849820
11476,422351
3484,172012
3486,239204
10200,1169143
10201,717612
11648,165293
11649,545600
2662,987724
9733,247267
11497,259362
10902,858779
10984,578492
11082,304604
11154,304604
11574,1490321
8531,335961
8532,90037
11292,7052485
11293,15808184
11294,38058481
9934,811924785
8610,345368
8791,39167888
8792,78334380
6576,753896
6577,954128
6578,1032071
6764,954128
6765,1032071
6766,753896
7411,933971
7412,933971
7413,900374
7414,900374
6406,546944
11877,3682128
11878,2832820
11879,1983512
10227,784020041
10832,1948572
4235,2706319
4237,2032899
4238,4365735
11412,1339811
11413,1103295
5725,157230
8315,32399164
5696,1307559
5697,731050
6122,700142
579,510660
1292,704173
7647,2123271
7648,2418917
10430,1746995
9727,347644061
9728,347644061
8793,477064
5543,1588892
6773,4440862
6775,4440862
7870,4045168
3110,1061636
11910,1308903
11911,686704
11912,1350562
10359,952208
10360,952208
10361,606649
11893,80685473
8892,80684341
11510,17946398
7539,335961
9449,4036903
8673,11920109
8674,20517541
9731,33545669
9337,3867041
9339,3006579
9732,413903
5194,47929865
10817,37110724
3961,678640
7960,253373803
9165,13503847
9843,667890
1194,499909
8850,23067288
8833,572477
6781,830623
6782,997259
11564,10860623
11565,7236698
11725,830623
544,616824
6284,1193332
8428,3417391
7938,332262937
10715,97129719
10862,3104276
11471,1116733
4250,199657
4251,517059
4252,966287
4253,1002123
7913,404497
8502,446156
11572,1988887
11573,2426980
7586,35658713
7638,63807499
11806,35658713
11807,63807499
5729,2548821
5730,2280949
11823,4098720
11824,6144048
11825,4098720
11826,4135003
6305,13870074
10777,13870074
11601,12071013
9603,101659975
10119,11123961
6258,833182
6358,1544075
6951,142041587
5252,944529
6434,169324
9667,1412378
9668,1678459
8912,86300596
7615,840861
8774,5875791
9669,1066115
10128,6911190
11789,3303165
11352,663858
11349,295645
11350,592635
11351,636981
1548,178731
6014,244579
5617,360150
4258,409552
10096,47129773
10448,38861019
2334,155886
808,360150
2349,599354
10071,44995862
11834,349399
5944,838053
11689,1033757
5382,698798
11561,409552
6222,575933
6223,575933
6224,559294
6225,559294
10249,49965229
10287,17173671
6721,2203902
6722,3225222
7436,485127
6947,591291
7136,489159
6727,881817
6728,976526
6729,1435992
8918,5555009
9116,6600707
9117,8558738
1646,8820074
5613,35121328
9279,1186165
9280,2106249
8925,6368470
8478,4499185
8527,7028741
8015,9098466
11421,228453
7728,1726838
9271,921876
10319,596666
11615,596666
5206,360150
5207,258018
3999,13697658
5614,1944092
511,487815
688,2146116
10920,10967854
11448,2467295
11447,2578386
11446,2039953
9040,302365
9041,278175
11188,2138053
11189,2482077
11190,2482077
5274,1197364
5335,1468820
11915,1197364
11916,1468820
6294,5214109
6295,2607054
11913,2607054
11914,5214109
8633,170668
8634,593978
8635,278175
6934,831391
6935,2564819
9365,65913401
10029,16463240
10030,27724196
6844,35584461
6460,4414523
11696,255970
11661,383955
11324,162541
11662,330201
11323,191978
11660,276448
